originalLocation,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18
N-14-23,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5,J3FI7N;8.5
N-14-30,I1X92B;8,RN2DSQ;8,9KHDG3;5,EYEOXS;5,M67GNC;10,6N3PKW;10,J3FI7N;4,TB6WIP;12,IA7X1P;14,6NDM0O;15,WGHG3L;14,ULG3QT;7,I1X92B;7,WGHG3L;6,TNAHD4;9,VHQ356;13,9KZ6W1;6,BLJLMQ;14
N-14-40,800OVF;16,SWN7AU;9,ZX6MUV;9,W25EZN;15,4SD17H;8,84ABYS;8,IYLV38;14,F98BNI;11,5HQR89;10,BLJLMQ;4,PP9DNA;7,1JT1XB;9,ASG1IT;13,VWXLZJ;13,1A6YTA;4,QP56BU;7,8D9SAW;5,63KAC1;16
N-15-11,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5
N-15-12,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5
N-15-13,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0,DGAONE;7.0
N-15-21,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5,B24J86;6.5
N-15-22,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0,B24J86;10.0
N-15-23,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0
N-15-30,56TC1Z;7,IYLV38;8,F0P5OQ;16,ZRCYSH;9,IYV9SV;6,N6JU7C;14,I1KDJ0;4,SWN7AU;9,1A6YTA;13,XSFSKX;13,M67GNC;4,E2ES5Z;5,CD1NU9;6,MLV9BR;9,1ENECA;8,UHYJ3A;12,X0HH8Y;4,6WT73N;5
N-15-40,4ILN0A;11,HOUGRO;11,AB9XBU;11,C5O9C9;7,1JT1XB;9,RAUDQ6;6,800OVF;14,5X8RAN;15,D05ZS7;6,Q164T6;4,TB6WIP;8,AKP0A7;12,8E9F1P;12,DSQXYR;15,4ILN0A;12,5X8RAN;5,W25EZN;7,FJ25W1;7
N-16-11,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0,Z8KPP8;6.0
N-16-12,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0
N-16-13,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0,Z8KPP8;7.0
N-16-21,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5,J3FI7N;9.5
N-16-22,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5
N-16-23,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0,FJ25W1;12.0
N-16-30,9FWH2G;7,1JT1XB;6,RAUDQ6;5,O7TSVL;15,5MNTT7;11,YE890X;8,TBCCF7;16,6M2FJM;5,TBCCF7;12,E2ES5Z;6,5X8RAN;13,AHSNWF;5,X31OGS;16,ETU70R;15,SY1DDY;7,O9YFO8;16,E2ES5Z;11,B24J86;9
N-16-40,ODZZLY;6,F7LULH;6,TBCCF7;10,FJ25W1;15,DGAONE;9,RAUDQ6;5,JU0ODD;7,HA0BOB;16,YRRNGL;5,HOUJQN;8,XPZSZ1;4,TB6WIP;7,CVU3QV;6,YE890X;13,CD1NU9;12,HA0BOB;4,IYXV3Z;6,EBKM6C;12
N-17-11,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0,B24J86;6.0
N-17-12,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0,DGAONE;8.0
N-17-13,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0,B24J86;9.0
N-17-21,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5,DGAONE;7.5
N-17-22,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5
N-17-23,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5,DGAONE;8.5
N-17-30,VHQ356;9,TOENMT;9,WRRW1W;6,9FWH2G;9,37VA62;11,D05ZS7;10,8N10W9;12,AB9XBU;9,WRRW1W;14,RAUDQ6;6,EO69NY;8,DF3KQM;7,V7JUQL;5,M67GNC;7,5X8RAN;10,6NDM0O;6,UDF17E;5,AX7BJ8;7
N-17-40,F29V5I;12,HA0BOB;7,6NDM0O;8,MLV9BR;4,WRRW1W;7,FJ25W1;12,9S4AF8;9,KTDZY0;13,IYV9SV;9,KTDZY0;8,H51IVV;8,DSQXYR;5,GPBMZJ;9,PZUF7K;5,WRRW1W;7,E5CISL;4,CVU3QV;12,C5O9C9;14
N-18-11,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5
N-18-12,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0
N-18-13,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5,B24J86;8.5
N-18-21,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5,Z8KPP8;7.5
N-18-22,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0,Z8KPP8;8.0
N-18-23,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5,Z8KPP8;8.5
N-18-30,M67GNC;14,G8ASPE;4,JEGRCL;4,2Z7ZEP;14,4ILN0A;10,PZUF7K;5,F29V5I;16,FJ25W1;7,T3NVTG;4,9KZ6W1;8,RN2DSQ;12,ADT9MG;6,QP56BU;11,WRRW1W;4,PC1PMV;9,Z8KPP8;5,SSQFQA;10,TNZ1OO;10
N-18-40,T3NVTG;15,A7MDBC;12,X31OGS;9,JGP0ID;14,MLV9BR;11,NISP6K;6,TNAHD4;12,QOMHJ2;5,XFQ9CP;6,HOUJQN;15,69L9MX;16,5MNTT7;4,JEGRCL;13,56TC1Z;10,0SJH1Z;13,D05ZS7;5,TBCCF7;5,EQQBND;6
N-19-11,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5
N-19-12,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0,DGAONE;10.0
N-19-13,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0,B24J86;15.0
N-19-21,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5
N-19-22,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5,DGAONE;9.5
N-19-23,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5,DGAONE;10.5
N-19-30,D05ZS7;5,D05ZS7;15,Z26SRT;5,9KZ6W1;15,O7TSVL;7,1D2ILZ;15,TQBVRI;11,8BSFSA;6,F0P5OQ;13,800OVF;9,RBKNR4;9,M8W7TS;16,IPGA7X;5,M67GNC;9,S90CD9;8,CD1NU9;12,4E0KXI;8,EUMBM7;8
N-19-40,RAUDQ6;12,AHSNWF;16,56TC1Z;13,TAHFOD;15,S90CD9;13,MLV9BR;12,84ABYS;7,70EPUK;9,IA7X1P;14,W518XY;10,DGAONE;7,S90CD9;16,UMKYTJ;8,TNZ1OO;6,C5O9C9;14,PZUF7K;7,HA0BOB;5,1A6YTA;4
N-20-11,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0,Z8KPP8;9.0
N-20-12,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0
N-20-13,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0,Z8KPP8;10.0
N-20-21,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5,Z8KPP8;9.5
N-20-22,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0,B24J86;8.0
N-20-23,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5
N-20-30,5X8RAN;10,XPZSZ1;11,3LQL9L;7,CU53FM;6,CU53FM;16,YKQY4X;9,TNAHD4;11,UU4A1K;4,IPGA7X;5,2T1DJM;5,UMKYTJ;6,YE890X;14,PC1PMV;16,YXGRMP;6,CST1KC;10,4ILN0A;6,QVFB0Q;15,70EPUK;12
N-20-40,AB9XBU;10,ZGYCSW;8,800OVF;6,HOUGRO;7,YRRNGL;10,SY1DDY;6,4SD17H;16,1A6YTA;4,Q50W5L;14,NISP6K;14,JCNON3;15,VHQ356;6,V7JUQL;15,YKQY4X;4,F29V5I;6,A7MDBC;13,TBCCF7;6,EQQBND;13
N-21-11,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0,B24J86;7.0
N-21-12,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0,DGAONE;13.0
N-21-13,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0,32ZKOX;13.0
N-21-21,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5,6WT73N;10.5
N-21-22,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5,B24J86;7.5
N-21-23,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0,DGAONE;14.0
N-21-30,RAUDQ6;4,IPGA7X;14,4E0KXI;11,32ZKOX;4,B24J86;4,YKQY4X;15,TAHFOD;4,UNPPMJ;5,HCMI82;5,84ABYS;6,6NDM0O;8,I1X92B;6,70EPUK;4,6WT73N;15,2OAVPY;9,E2ES5Z;9,MLV9BR;6,YRRNGL;5
N-21-40,5X8RAN;16,JCNON3;10,PY5UPB;13,O9YFO8;9,JGP0ID;11,O7AXAK;13,H51IVV;9,NJVZEL;9,IYXV3Z;14,O7AXAK;10,K3YA1X;9,J3FI7N;10,YE890X;6,9VBE59;15,HLOISD;12,I1KDJ0;4,B24J86;4,69L9MX;15
N-22-11,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0,Z8KPP8;11.0
N-22-12,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0,Z8KPP8;13.0
N-22-13,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0,Z8KPP8;15.0
N-22-21,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5,Z8KPP8;10.5
N-22-22,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0,Z8KPP8;12.0
N-22-23,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0,Z8KPP8;14.0
N-22-30,TOENMT;14,QP56BU;16,8BSFSA;9,EO69NY;7,QP56BU;13,IYXV3Z;16,KZ5VR3;8,APQKWK;11,7BU1V7;7,B24J86;11,WRRW1W;9,8E9F1P;6,IPGA7X;9,5X8RAN;7,37VA62;15,AB9XBU;6,4E1WTK;12,IA7X1P;4
N-22-40,69L9MX;15,37VA62;13,9VBE59;5,FQ53YY;16,JEGRCL;16,YF0X2Z;16,DGAONE;9,Q50W5L;8,05W6TK;11,KTDZY0;15,E5CISL;14,I1KDJ0;10,1A6YTA;8,2LPO6D;5,VWXLZJ;15,H1I7JZ;6,Q50W5L;14,WRRW1W;6
N-23-11,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5,KZ5VR3;7.5
N-23-12,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0,B24J86;11.0
N-23-13,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5,Y813MQ;6.5
N-23-21,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5,B24J86;9.5
N-23-22,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5,B24J86;10.5
N-23-23,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0,DGAONE;16.0
N-23-30,B24J86;4,F7LULH;13,PP9DNA;8,CU53FM;8,5X8RAN;14,IYV9SV;6,IPGA7X;15,2LPO6D;12,YE890X;11,FQ53YY;9,J2URNJ;8,A19092;4,9VBE59;8,W518XY;15,UCRNWD;13,J2URNJ;6,Z8KPP8;9,RUUOCB;15
